# KBS Insect Collection
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/69
# The newest version of the data https://lter.kbs.msu.edu/datatables/69.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/28.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Order		taxonomic order of the organism
# Family		taxonomic family of the organism
# Genus		taxonomic genus of the organism
# SpecificEpithet		taxonomic specific epithet of the organism
# Author		party responsible for the formal description of the organism
# CommonName		a common name of the organism
# Comments		comments for this record
# IdentifyingCharacteristics		identifying characteristics
# CommonGroup		a common group to which this organism belongs
# FunctionalGroup		a functional group to which this organism belongs
# Hosts		hosts
# LifeHistory		life history
# Habitat		habitat in which this organism occurs
# GeographicDistribution		geographic distribution of this organism
# Origin		native to North America, or exotic
# Species		a code for identifying this species, unique within the KBS namespace
# Specimen		a code for uniquely identifying this specimen
# StorageLocation		where the specimen is stored; 'photo only' if specimen was photographed but not collected
# Stage_Sex		life history stage and/or sex of the specimen
# Treatment		LTER treatment in which the specimen was encountered
# Replicate		LTER replicate plot (nested within treatment) in which the specimen was encountered
# Collector		person who collected the specimen
# img_src		URL for a digital image of the specimen
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
Order,Family,Genus,SpecificEpithet,Author,CommonName,Comments,IdentifyingCharacteristics,CommonGroup,FunctionalGroup,Hosts,LifeHistory,Habitat,GeographicDistribution,Origin,Species,Specimen,StorageLocation,Stage_Sex,Treatment,Replicate,Collector,img_src
Coleoptera,Chrysomelidae,Oulema,melanopus,Linnaeus,cereal leaf beetle,,"4-5 mm length; elongate shape; head and antennae black; pronotum orange; elytra metallic bluish-black; femora, tibiae except apices orange;  tarsi and apices of tibiae black.",unspecified,herbivore,"cereal crops, grasses","a serious pest of cereal crops; larvae and adults feed on leaves, scraping the leaf tissue.","fields, crop fields","introduced from Europe; throughout NE us and Great Lakes region, spreading westerly",unspecified,oulmel,68,KBS,adult,A1 West,unspecified,Puja Batra,
Coleoptera,Chrysomelidae,Oulema,melanopus,Linnaeus,cereal leaf beetle,,"4-5 mm length; elongate shape; head and antennae black; pronotum orange; elytra metallic bluish-black; femora, tibiae except apices orange;  tarsi and apices of tibiae black.",unspecified,herbivore,"cereal crops, grasses","a serious pest of cereal crops; larvae and adults feed on leaves, scraping the leaf tissue.","fields, crop fields","introduced from Europe; throughout NE us and Great Lakes region, spreading westerly",unspecified,oulmel,65,KBS,adult,A1 West,unspecified,Julie Golod,http://lter.kbs.msu.edu/biocollections/insects/0065-11-22.jpg
Coleoptera,Chrysomelidae,Oulema,melanopus,Linnaeus,cereal leaf beetle,,"4-5 mm length; elongate shape; head and antennae black; pronotum orange; elytra metallic bluish-black; femora, tibiae except apices orange;  tarsi and apices of tibiae black.",unspecified,herbivore,"cereal crops, grasses","a serious pest of cereal crops; larvae and adults feed on leaves, scraping the leaf tissue.","fields, crop fields","introduced from Europe; throughout NE us and Great Lakes region, spreading westerly",unspecified,oulmel,66,KBS,adult,A1 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0066-11-29.jpg
Neuroptera,Chrysopidae,Chrysopa,carneia,Stephens,weeping goldeneye lacewing,,"15-22 mm length; green with pale green wings; eyes golden or bronze; resembles C. oculata, but does not have black band on top of head",lacewings,predator,,"an important beneficial insect, preying on aphids; both larvae and adults are predaceous; raised commercially and sold as biological control agents;","foliage of trees, shrubs, grass, crops",throughout North America and other parts of the world.,native,chrcar,22,KBS Biocollections(Stack rm. 236),adult,A1 East,unspecified,Puja Batra,
Neuroptera,Chrysopidae,Chrysopa,carneia,Stephens,weeping goldeneye lacewing,,"15-22 mm length; green with pale green wings; eyes golden or bronze; resembles C. oculata, but does not have black band on top of head",lacewings,predator,,"an important beneficial insect, preying on aphids; both larvae and adults are predaceous; raised commercially and sold as biological control agents;","foliage of trees, shrubs, grass, crops",throughout North America and other parts of the world.,native,chrcar,62,KBS Biocollections(Stack rm. 236),adult,A2 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0062-10-30.jpg
Neuroptera,Chrysopidae,Chrysopa,carneia,Stephens,weeping goldeneye lacewing,,"15-22 mm length; green with pale green wings; eyes golden or bronze; resembles C. oculata, but does not have black band on top of head",lacewings,predator,,"an important beneficial insect, preying on aphids; both larvae and adults are predaceous; raised commercially and sold as biological control agents;","foliage of trees, shrubs, grass, crops",throughout North America and other parts of the world.,native,chrcar,53,KBS Biocollections(Stack rm. 236),adult,T5,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0053-8-7.jpg
Neuroptera,Chrysopidae,Chrysopa,carneia,Stephens,weeping goldeneye lacewing,,"15-22 mm length; green with pale green wings; eyes golden or bronze; resembles C. oculata, but does not have black band on top of head",lacewings,predator,,"an important beneficial insect, preying on aphids; both larvae and adults are predaceous; raised commercially and sold as biological control agents;","foliage of trees, shrubs, grass, crops",throughout North America and other parts of the world.,native,chrcar,263,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Neuroptera,Chrysopidae,Chrysopa,carneia,Stephens,weeping goldeneye lacewing,,"15-22 mm length; green with pale green wings; eyes golden or bronze; resembles C. oculata, but does not have black band on top of head",lacewings,predator,,"an important beneficial insect, preying on aphids; both larvae and adults are predaceous; raised commercially and sold as biological control agents;","foliage of trees, shrubs, grass, crops",throughout North America and other parts of the world.,native,chrcar,262,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Homoptera,Cicadellidae,Graphocephala,coccinea,Forster,redbanded leafhopper,,8-9 mm length; greenish-blue and red wings held over body in wedge shape; yellow markings on prothorax and head; bright yellow legs with rows of spines on hind tibiae.,leafhoppers,herbivore,,phloem sucking; found on various garden and ornamental plants.,,widespread throughout the US,native,gracoc,395,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Homoptera,Cicadellidae,Graphocephala,coccinea,Forster,redbanded leafhopper,,8-9 mm length; greenish-blue and red wings held over body in wedge shape; yellow markings on prothorax and head; bright yellow legs with rows of spines on hind tibiae.,leafhoppers,herbivore,,phloem sucking; found on various garden and ornamental plants.,,widespread throughout the US,native,gracoc,396,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Homoptera,Cicadellidae,Graphocephala,coccinea,Forster,redbanded leafhopper,,8-9 mm length; greenish-blue and red wings held over body in wedge shape; yellow markings on prothorax and head; bright yellow legs with rows of spines on hind tibiae.,leafhoppers,herbivore,,phloem sucking; found on various garden and ornamental plants.,,widespread throughout the US,native,gracoc,397,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Homoptera,Cicadellidae,Graphocephala,coccinea,Forster,redbanded leafhopper,,8-9 mm length; greenish-blue and red wings held over body in wedge shape; yellow markings on prothorax and head; bright yellow legs with rows of spines on hind tibiae.,leafhoppers,herbivore,,phloem sucking; found on various garden and ornamental plants.,,widespread throughout the US,native,gracoc,394,KBS Biocollections(Stack rm. 236),adult,TSF,R1,Puja Batra,
Homoptera,Cicadellidae,Graphocephala,coccinea,Forster,redbanded leafhopper,,8-9 mm length; greenish-blue and red wings held over body in wedge shape; yellow markings on prothorax and head; bright yellow legs with rows of spines on hind tibiae.,leafhoppers,herbivore,,phloem sucking; found on various garden and ornamental plants.,,widespread throughout the US,native,gracoc,89,KBS Biocollections(Stack rm. 236),adult,TSF,R1,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0089-15-9.jpg
Homoptera,Cicadidae,Tibicen,species,,dog day cicada,,,unspecified,herbivore,,,,,unspecified,tibspe,392,KBS Biocollections(Stack rm. 236),adult,T5,R2,Jennifer Gage,
Homoptera,Cicadidae,Tibicen,species,,dog day cicada,,,unspecified,herbivore,,,,,unspecified,tibspe,381,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Homoptera,Cicadidae,Tibicen,species,,dog day cicada,,,unspecified,herbivore,,,,,unspecified,tibspe,380,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Cicindelidae,Cicindelidae genera,,,tiger beetle,,,tiger beetles,predator,,,ground dwelling,,unspecified,cicspe,248,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinella,septempunctata,Linnaeus,seven spotted ladybug,,6.5-8 mm length; rounded convex shape; head mostly black with two white spots; pronotum mostly black with one white spot on each side; one large spot on scutellum across mid-line and three black spots on each elytron.,ladybugs,predator,,"a beneficial insect, commonly used as a biological control agent for aphids; overwinter as adults.",variable,widely distributed throughout Canada and US.,unspecified,cocsep,15,KBS,adult,A1 East,unspecified,Puja Batra,
Coleoptera,Coccinellidae,Coccinella,septempunctata,Linnaeus,seven spotted ladybug,,6.5-8 mm length; rounded convex shape; head mostly black with two white spots; pronotum mostly black with one white spot on each side; one large spot on scutellum across mid-line and three black spots on each elytron.,ladybugs,predator,,"a beneficial insect, commonly used as a biological control agent for aphids; overwinter as adults.",variable,widely distributed throughout Canada and US.,unspecified,cocsep,1,KBS,adult,A2 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0001-1-22.jpg
Coleoptera,Coccinellidae,Coccinella,septempunctata,Linnaeus,seven spotted ladybug,,6.5-8 mm length; rounded convex shape; head mostly black with two white spots; pronotum mostly black with one white spot on each side; one large spot on scutellum across mid-line and three black spots on each elytron.,ladybugs,predator,,"a beneficial insect, commonly used as a biological control agent for aphids; overwinter as adults.",variable,widely distributed throughout Canada and US.,unspecified,cocsep,86,KBS,adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0086-14-29.jpg
Coleoptera,Coccinellidae,Coccinella,septempunctata,Linnaeus,seven spotted ladybug,,6.5-8 mm length; rounded convex shape; head mostly black with two white spots; pronotum mostly black with one white spot on each side; one large spot on scutellum across mid-line and three black spots on each elytron.,ladybugs,predator,,"a beneficial insect, commonly used as a biological control agent for aphids; overwinter as adults.",variable,widely distributed throughout Canada and US.,unspecified,cocsep,211,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,21,KBS Biocollections(Stack rm. 236),larva,A1 East,unspecified,Puja Batra,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,219,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,220,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,218,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,216,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,217,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,,,,unspecified,unspecified,,,,,unspecified,cocspe,215,KBS Biocollections(Stack rm. 236),adult,T7,R6,Jennifer Gage,
Coleoptera,Coccinellidae,Coccinellidae genera,,,Coccinellid larva,,,ladybugs,predator,,,,,unspecified,coclar,456,unspecified,,,,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-3-34.jpg
Coleoptera,Coccinellidae,Coleomegilla,maculata lengi,De Geer,spotted lady beetle,"subspecies lengi, author Timberlake,","4-7 mm length; elongate shape; head red with black margins; pronotum red with two large, triangular black spots; elytra red with four black spots aligned along each side with the second spot being much larger than the rest, and one large black spot on scutellum across mid-line.",ladybugs,predator,,common in agricultural and successional fields; beneficial control agent of aphids; also feeds on fungal spores; adults overwinter under mullein leaves and debris.,fields,widely distributed throughout Canada and US; several subspecies.,native,colmac,10,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0010-2-35.jpg
Coleoptera,Coccinellidae,Coleomegilla,maculata lengi,De Geer,spotted lady beetle,"subspecies lengi, author Timberlake,","4-7 mm length; elongate shape; head red with black margins; pronotum red with two large, triangular black spots; elytra red with four black spots aligned along each side with the second spot being much larger than the rest, and one large black spot on scutellum across mid-line.",ladybugs,predator,,common in agricultural and successional fields; beneficial control agent of aphids; also feeds on fungal spores; adults overwinter under mullein leaves and debris.,fields,widely distributed throughout Canada and US; several subspecies.,native,colmac,210,KBS Biocollections(Stack rm. 236),adult,T1,R2 (microplot),Jennifer Gage,
Coleoptera,Coccinellidae,Coleomegilla,maculata lengi,De Geer,spotted lady beetle,"subspecies lengi, author Timberlake,","4-7 mm length; elongate shape; head red with black margins; pronotum red with two large, triangular black spots; elytra red with four black spots aligned along each side with the second spot being much larger than the rest, and one large black spot on scutellum across mid-line.",ladybugs,predator,,common in agricultural and successional fields; beneficial control agent of aphids; also feeds on fungal spores; adults overwinter under mullein leaves and debris.,fields,widely distributed throughout Canada and US; several subspecies.,native,colmac,209,KBS Biocollections(Stack rm. 236),adult,T1,R2 (microplot),Jennifer Gage,
Coleoptera,Coccinellidae,Coleomegilla,maculata lengi,De Geer,spotted lady beetle,"subspecies lengi, author Timberlake,","4-7 mm length; elongate shape; head red with black margins; pronotum red with two large, triangular black spots; elytra red with four black spots aligned along each side with the second spot being much larger than the rest, and one large black spot on scutellum across mid-line.",ladybugs,predator,,common in agricultural and successional fields; beneficial control agent of aphids; also feeds on fungal spores; adults overwinter under mullein leaves and debris.,fields,widely distributed throughout Canada and US; several subspecies.,native,colmac,208,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Coccinellidae,Coleomegilla,maculata lengi,De Geer,spotted lady beetle,"subspecies lengi, author Timberlake,","4-7 mm length; elongate shape; head red with black margins; pronotum red with two large, triangular black spots; elytra red with four black spots aligned along each side with the second spot being much larger than the rest, and one large black spot on scutellum across mid-line.",ladybugs,predator,,common in agricultural and successional fields; beneficial control agent of aphids; also feeds on fungal spores; adults overwinter under mullein leaves and debris.,fields,widely distributed throughout Canada and US; several subspecies.,native,colmac,458,unspecified,,,,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-2-30.jpg
Coleoptera,Coccinellidae,Coleomegilla,maculata lengi,De Geer,spotted lady beetle,"subspecies lengi, author Timberlake,","4-7 mm length; elongate shape; head red with black margins; pronotum red with two large, triangular black spots; elytra red with four black spots aligned along each side with the second spot being much larger than the rest, and one large black spot on scutellum across mid-line.",ladybugs,predator,,common in agricultural and successional fields; beneficial control agent of aphids; also feeds on fungal spores; adults overwinter under mullein leaves and debris.,fields,widely distributed throughout Canada and US; several subspecies.,native,colmac,459,unspecified,,,,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-2-29.jpg
Coleoptera,Coccinellidae,Cycloneda,munda,Say,red lady beetle,,4-6 mm length; rounded convex shape; pronotum black with white margins and white spot on each side almost but not completely enclosed by black; elytra orange-red with no spots.,ladybugs,predator,,,variable,widely distributed throughout Canada and US except in SW and Pacific NW regions.,native,cycmun,11,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0011-3-5.jpg
Coleoptera,Coccinellidae,Cycloneda,munda,Say,red lady beetle,,4-6 mm length; rounded convex shape; pronotum black with white margins and white spot on each side almost but not completely enclosed by black; elytra orange-red with no spots.,ladybugs,predator,,,variable,widely distributed throughout Canada and US except in SW and Pacific NW regions.,native,cycmun,214,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,63,KBS,adult,A2 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0063-10-37.jpg
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,54,KBS,adult,T5,R2,Julie Golod,http://lter.kbs.msu.edu/biocollections/insects/0054-8-12.jpg
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,201,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,200,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,203,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,202,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,206,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,205,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,204,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,41,KBS,adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0041-6-4.jpg
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,45,KBS,adult,T7,R2,Puja Batra,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,51,KBS,adult,T7,R2,Julie Golod,
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,50,KBS,adult,T7,R2,Julie Golod,http://lter.kbs.msu.edu/biocollections/insects/0050-7-21.jpg
Coleoptera,Coccinellidae,Harmonia,axyridis,Pallas,,,"black ""M""-shaped marking on thorax; number of spots varies from few to many; similar in size and shape to C. septempunctata",ladybugs,predator,,arboreal; feeds on aphids and other small insects,arboreal,introduced to North America; native to Asia,exotic,haraxy,42,KBS,adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0042-6-33.jpg
Coleoptera,Coccinellidae,Hippodamia,glacialis,Fabricius,,,"5.5-8 mm length; oblong-oval shaped; head black with diamond shaped white spot; pronotum black with white margins and one white slanted spot on each side; elytra reddish-orange to red; each side with large curved black band in middle and large black spot near posterior end; sometimes a small black spot on humerus, or shoulder of each elytron.",ladybugs,predator,,,variable,"widely dsitributed across Canada and US, except in Southwestern and Pacific NW regions.",native,hipgla,207,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Coccinellidae,Hippodamia,glacialis,Fabricius,,,"5.5-8 mm length; oblong-oval shaped; head black with diamond shaped white spot; pronotum black with white margins and one white slanted spot on each side; elytra reddish-orange to red; each side with large curved black band in middle and large black spot near posterior end; sometimes a small black spot on humerus, or shoulder of each elytron.",ladybugs,predator,,,variable,"widely dsitributed across Canada and US, except in Southwestern and Pacific NW regions.",native,hipgla,76,KBS,adult,T6,R3,Julie Golod,http://lter.kbs.msu.edu/biocollections/insects/0076-13-17.jpg
Coleoptera,Coccinellidae,Hippodamia,parenthesis,Say,,,"4-6 mm length; oblong-oval shape; head black with white markings; pronotum black with white margin and white spot at center of base; elytra with a black spot on scutellum across midline; large black ""parenthesis-shaped"" spot in posterior half of each elytron.",unspecified,predator,,,,widely distributed throughout Canada and US.,native,hippar,212,KBS Biocollections(Stack rm. 236),adult,T1,R2 (microplot),Jennifer Gage,
Coleoptera,Coccinellidae,Hippodamia,parenthesis,Say,,,"4-6 mm length; oblong-oval shape; head black with white markings; pronotum black with white margin and white spot at center of base; elytra with a black spot on scutellum across midline; large black ""parenthesis-shaped"" spot in posterior half of each elytron.",unspecified,predator,,,,widely distributed throughout Canada and US.,native,hippar,213,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Coccinellidae,Hippodamia,parenthesis,Say,,,"4-6 mm length; oblong-oval shape; head black with white markings; pronotum black with white margin and white spot at center of base; elytra with a black spot on scutellum across midline; large black ""parenthesis-shaped"" spot in posterior half of each elytron.",unspecified,predator,,,,widely distributed throughout Canada and US.,native,hippar,481,unspecified,,T6,R2,,http://lter.kbs.msu.edu/biocollections/insects/0052-8-3.jpg
Coleoptera,Coccinellidae,Hippodamia,parenthesis,Say,,,"4-6 mm length; oblong-oval shape; head black with white markings; pronotum black with white margin and white spot at center of base; elytra with a black spot on scutellum across midline; large black ""parenthesis-shaped"" spot in posterior half of each elytron.",unspecified,predator,,,,widely distributed throughout Canada and US.,native,hippar,64,unspecified,,T6,R5,,http://lter.kbs.msu.edu/biocollections/insects/0064-11-11.jpg
Odonata,Coenagrionidae,Coenagrionidae genera,,,narrow-winged damselfly,,,dragonflies and damselflies,predator,,,,,unspecified,coespe,95,KBS Biocollections(Stack rm. 236),adult,TSF,R1,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0095-15-35.jpg
Odonata,Coenagrionidae,Coenagrionidae genera,,,narrow-winged damselfly,,,dragonflies and damselflies,predator,,,,,unspecified,coespe,96,KBS Biocollections(Stack rm. 236),adult,TSF,R1,Puja Batra,
Odonata,Coenagrionidae,Enallagma,species,,bluet damselfly,,"the most species rich genus in this family of ""narrow winged damselflies""; most species are pale blue with black markings, unmarked wings, and a wingspan of 35-40 mm; species are very difficult to distinguish from one another",dragonflies and damselflies,predator,,usually seen around ponds or lakes.,,,native,enaspe,453,unspecified,,TSF,R2,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-8-16.jpg
Odonata,Coenagrionidae,Enallagma,species,,bluet damselfly,,"the most species rich genus in this family of ""narrow winged damselflies""; most species are pale blue with black markings, unmarked wings, and a wingspan of 35-40 mm; species are very difficult to distinguish from one another",dragonflies and damselflies,predator,,usually seen around ponds or lakes.,,,native,enaspe,452,unspecified,,TSF,R2,,http://lter.kbs.msu.edu/biocollections/insects/xxxx-8-17.jpg
Heteroptera,Coreidae,Acanthocephala,terminalis,Dallas,leaf-footed bug,,"10-20 mm length; uniformly dark brown; pronotum wider than head; hind tibiae expanded and somewhat ""leaf-shaped""; ends of antennae and tibiae orange.",true bugs,herbivore,,feeds on phloem from a variety of plants,"trees, shrubs, weeds",widespread in eastern US west to TX and CO,native,acater,92,KBS Biocollections(Stack rm. 236),adult,TSF,R1,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0092-15-20.jpg
Heteroptera,Coreidae,Coreidae genera,,,leaf footed bug,,,true bugs,most herbivorous,,,,,unspecified,corespe,292,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Heteroptera,Corixidae,Corixidae genera,,,water boatmen,,,true bugs,unspecified,,,"aquatic, usually in ponds and lakes",,unspecified,corspe,291,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Curculionidae,Curculionidae genera,,,weevil,,,unspecified,unspecified,,,,,unspecified,curspe,247,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,47,KBS,adult,A2 West,unspecified,Puja Batra,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,46,KBS,adult,A2 West,unspecified,Puja Batra,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,483,unspecified,,T6,R1,,http://lter.kbs.msu.edu/biocollections/insects/0003-0004-1-36.jpg
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,4,KBS,adult,T6,R1,Puja Batra,
Coleoptera,Curculionidae,Hypera,postica,Gyllenhal,alfalfa weevil,,3-5 mm in length; brownish to black with spade- shaped design on elytra,unspecified,herbivore,"alfalfa, clover",serious pest of alfalfa; larvae and adults feed on leaf tissue; pupa form a net-like bag among leaves,alfalfa and clover fields,Introduced from Europe; common throughout U.S. except in southeast,unspecified,hyppos,6,KBS Biocollections(Stack rm. 236),larva,T6,R1,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0006-2-6.jpg
